Created as New Dataset,137. Polyester Du Pont
cm-1,%T
4000.00,100.75
3999.00,100.76
3998.00,100.77
3997.00,100.77
3996.00,100.75
3995.00,100.73
3994.00,100.71
3993.00,100.70
3992.00,100.71
3991.00,100.73
3990.00,100.75
3989.00,100.76
3988.00,100.75
3987.00,100.74
3986.00,100.72
3985.00,100.70
3984.00,100.70
3983.00,100.71
3982.00,100.73
3981.00,100.74
3980.00,100.73
3979.00,100.72
3978.00,100.71
3977.00,100.71
3976.00,100.73
3975.00,100.75
3974.00,100.76
3973.00,100.78
3972.00,100.79
3971.00,100.80
3970.00,100.80
3969.00,100.81
3968.00,100.81
3967.00,100.80
3966.00,100.78
3965.00,100.75
3964.00,100.73
3963.00,100.71
3962.00,100.71
3961.00,100.71
3960.00,100.72
3959.00,100.73
3958.00,100.74
3957.00,100.75
3956.00,100.75
3955.00,100.75
3954.00,100.74
3953.00,100.75
3952.00,100.76
3951.00,100.77
3950.00,100.77
3949.00,100.75
3948.00,100.73
3947.00,100.71
3946.00,100.70
3945.00,100.69
3944.00,100.70
3943.00,100.71
3942.00,100.72
3941.00,100.73
3940.00,100.73
3939.00,100.72
3938.00,100.73
3937.00,100.73
3936.00,100.73
3935.00,100.71
3934.00,100.70
3933.00,100.68
3932.00,100.68
3931.00,100.68
3930.00,100.68
3929.00,100.68
3928.00,100.68
3927.00,100.68
3926.00,100.70
3925.00,100.73
3924.00,100.75
3923.00,100.74
3922.00,100.72
3921.00,100.71
3920.00,100.70
3919.00,100.69
3918.00,100.68
3917.00,100.67
3916.00,100.67
3915.00,100.67
3914.00,100.67
3913.00,100.68
3912.00,100.70
3911.00,100.71
3910.00,100.72
3909.00,100.71
3908.00,100.70
3907.00,100.68
3906.00,100.68
3905.00,100.69
3904.00,100.69
3903.00,100.66
3902.00,100.63
3901.00,100.60
3900.00,100.60
3899.00,100.61
3898.00,100.63
3897.00,100.64
3896.00,100.65
3895.00,100.67
3894.00,100.68
3893.00,100.69
3892.00,100.70
3891.00,100.72
3890.00,100.72
3889.00,100.68
3888.00,100.65
3887.00,100.63
3886.00,100.65
3885.00,100.66
3884.00,100.63
3883.00,100.58
3882.00,100.55
3881.00,100.58
3880.00,100.63
3879.00,100.66
3878.00,100.66
3877.00,100.64
3876.00,100.63
3875.00,100.64
3874.00,100.65
3873.00,100.62
3872.00,100.59
3871.00,100.61
3870.00,100.67
3869.00,100.71
3868.00,100.68
3867.00,100.62
3866.00,100.59
3865.00,100.62
3864.00,100.65
3863.00,100.66
3862.00,100.65
3861.00,100.65
3860.00,100.68
3859.00,100.71
3858.00,100.75
3857.00,100.77
3856.00,100.76
3855.00,100.74
3854.00,100.71
3853.00,100.69
3852.00,100.65
3851.00,100.61
3850.00,100.59
3849.00,100.59
3848.00,100.60
3847.00,100.61
3846.00,100.63
3845.00,100.64
3844.00,100.64
3843.00,100.63
3842.00,100.60
3841.00,100.57
3840.00,100.56
3839.00,100.57
3838.00,100.57
3837.00,100.57
3836.00,100.56
3835.00,100.55
3834.00,100.56
3833.00,100.58
3832.00,100.59
3831.00,100.58
3830.00,100.56
3829.00,100.54
3828.00,100.54
3827.00,100.56
3826.00,100.60
3825.00,100.61
3824.00,100.58
3823.00,100.56
3822.00,100.58
3821.00,100.62
3820.00,100.60
3819.00,100.53
3818.00,100.44
3817.00,100.43
3816.00,100.47
3815.00,100.51
3814.00,100.52
3813.00,100.51
3812.00,100.52
3811.00,100.54
3810.00,100.54
3809.00,100.54
3808.00,100.56
3807.00,100.60
3806.00,100.62
3805.00,100.59
3804.00,100.53
3803.00,100.49
3802.00,100.51
3801.00,100.52
3800.00,100.50
3799.00,100.47
3798.00,100.46
3797.00,100.50
3796.00,100.54
3795.00,100.55
3794.00,100.52
3793.00,100.50
3792.00,100.50
3791.00,100.51
3790.00,100.52
3789.00,100.54
3788.00,100.54
3787.00,100.54
3786.00,100.53
3785.00,100.53
3784.00,100.53
3783.00,100.53
3782.00,100.53
3781.00,100.53
3780.00,100.55
3779.00,100.56
3778.00,100.55
3777.00,100.53
3776.00,100.50
3775.00,100.50
3774.00,100.50
3773.00,100.49
3772.00,100.46
3771.00,100.45
3770.00,100.46
3769.00,100.46
3768.00,100.44
3767.00,100.43
3766.00,100.44
3765.00,100.46
3764.00,100.48
3763.00,100.47
3762.00,100.47
3761.00,100.50
3760.00,100.53
3759.00,100.54
3758.00,100.52
3757.00,100.48
3756.00,100.45
3755.00,100.42
3754.00,100.40
3753.00,100.42
3752.00,100.44
3751.00,100.45
3750.00,100.45
3749.00,100.44
3748.00,100.41
3747.00,100.36
3746.00,100.33
3745.00,100.37
3744.00,100.42
3743.00,100.42
3742.00,100.39
3741.00,100.39
3740.00,100.42
3739.00,100.44
3738.00,100.44
3737.00,100.42
3736.00,100.40
3735.00,100.40
3734.00,100.39
3733.00,100.39
3732.00,100.41
3731.00,100.42
3730.00,100.43
3729.00,100.43
3728.00,100.42
3727.00,100.40
3726.00,100.38
3725.00,100.35
3724.00,100.32
3723.00,100.31
3722.00,100.31
3721.00,100.30
3720.00,100.27
3719.00,100.27
3718.00,100.28
3717.00,100.31
3716.00,100.33
3715.00,100.35
3714.00,100.37
3713.00,100.39
3712.00,100.39
3711.00,100.36
3710.00,100.32
3709.00,100.30
3708.00,100.30
3707.00,100.32
3706.00,100.33
3705.00,100.33
3704.00,100.31
3703.00,100.30
3702.00,100.31
3701.00,100.33
3700.00,100.35
3699.00,100.36
3698.00,100.37
3697.00,100.38
3696.00,100.39
3695.00,100.37
3694.00,100.35
3693.00,100.33
3692.00,100.31
3691.00,100.29
3690.00,100.28
3689.00,100.28
3688.00,100.28
3687.00,100.27
3686.00,100.26
3685.00,100.25
3684.00,100.26
3683.00,100.27
3682.00,100.26
3681.00,100.25
3680.00,100.25
3679.00,100.25
3678.00,100.22
3677.00,100.20
3676.00,100.21
3675.00,100.23
3674.00,100.21
3673.00,100.15
3672.00,100.09
3671.00,100.06
3670.00,100.05
3669.00,100.02
3668.00,99.98
3667.00,99.97
3666.00,99.99
3665.00,100.04
3664.00,100.08
3663.00,100.10
3662.00,100.10
3661.00,100.10
3660.00,100.09
3659.00,100.07
3658.00,100.05
3657.00,100.04
3656.00,100.05
3655.00,100.04
3654.00,100.02
3653.00,99.99
3652.00,99.98
3651.00,99.99
3650.00,99.97
3649.00,99.93
3648.00,99.89
3647.00,99.87
3646.00,99.87
3645.00,99.87
3644.00,99.89
3643.00,99.93
3642.00,99.97
3641.00,99.99
3640.00,99.99
3639.00,99.98
3638.00,99.96
3637.00,99.95
3636.00,99.94
3635.00,99.96
3634.00,99.99
3633.00,100.00
3632.00,99.97
3631.00,99.92
3630.00,99.90
3629.00,99.91
3628.00,99.91
3627.00,99.89
3626.00,99.87
3625.00,99.88
3624.00,99.90
3623.00,99.91
3622.00,99.90
3621.00,99.87
3620.00,99.86
3619.00,99.85
3618.00,99.86
3617.00,99.86
3616.00,99.86
3615.00,99.86
3614.00,99.86
3613.00,99.88
3612.00,99.90
3611.00,99.92
3610.00,99.94
3609.00,99.97
3608.00,99.98
3607.00,99.97
3606.00,99.95
3605.00,99.94
3604.00,99.95
3603.00,99.97
3602.00,99.98
3601.00,99.97
3600.00,99.96
3599.00,99.95
3598.00,99.94
3597.00,99.93
3596.00,99.93
3595.00,99.94
3594.00,99.98
3593.00,100.02
3592.00,100.06
3591.00,100.08
3590.00,100.08
3589.00,100.06
3588.00,100.03
3587.00,100.00
3586.00,99.96
3585.00,99.94
3584.00,99.93
3583.00,99.95
3582.00,99.97
3581.00,99.99
3580.00,99.99
3579.00,99.98
3578.00,99.95
3577.00,99.94
3576.00,99.95
3575.00,99.97
3574.00,99.98
3573.00,99.96
3572.00,99.92
3571.00,99.85
3570.00,99.78
3569.00,99.72
3568.00,99.69
3567.00,99.69
3566.00,99.72
3565.00,99.75
3564.00,99.78
3563.00,99.80
3562.00,99.82
3561.00,99.82
3560.00,99.80
3559.00,99.78
3558.00,99.76
3557.00,99.74
3556.00,99.73
3555.00,99.72
3554.00,99.71
3553.00,99.69
3552.00,99.68
3551.00,99.67
3550.00,99.67
3549.00,99.69
3548.00,99.72
3547.00,99.75
3546.00,99.76
3545.00,99.77
3544.00,99.77
3543.00,99.78
3542.00,99.79
3541.00,99.80
3540.00,99.81
3539.00,99.83
3538.00,99.84
3537.00,99.84
3536.00,99.82
3535.00,99.79
3534.00,99.76
3533.00,99.75
3532.00,99.75
3531.00,99.76
3530.00,99.77
3529.00,99.78
3528.00,99.80
3527.00,99.81
3526.00,99.82
3525.00,99.82
3524.00,99.83
3523.00,99.84
3522.00,99.86
3521.00,99.87
3520.00,99.86
3519.00,99.84
3518.00,99.82
3517.00,99.80
3516.00,99.80
3515.00,99.82
3514.00,99.85
3513.00,99.86
3512.00,99.86
3511.00,99.85
3510.00,99.85
3509.00,99.85
3508.00,99.85
3507.00,99.83
3506.00,99.81
3505.00,99.79
3504.00,99.79
3503.00,99.81
3502.00,99.84
3501.00,99.87
3500.00,99.89
3499.00,99.89
3498.00,99.88
3497.00,99.86
3496.00,99.86
3495.00,99.86
3494.00,99.87
3493.00,99.88
3492.00,99.90
3491.00,99.92
3490.00,99.93
3489.00,99.92
3488.00,99.89
3487.00,99.86
3486.00,99.86
3485.00,99.87
3484.00,99.89
3483.00,99.91
3482.00,99.89
3481.00,99.87
3480.00,99.84
3479.00,99.83
3478.00,99.84
3477.00,99.85
3476.00,99.87
3475.00,99.89
3474.00,99.90
3473.00,99.88
3472.00,99.84
3471.00,99.82
3470.00,99.80
3469.00,99.81
3468.00,99.83
3467.00,99.85
3466.00,99.86
3465.00,99.85
3464.00,99.83
3463.00,99.81
3462.00,99.79
3461.00,99.78
3460.00,99.77
3459.00,99.76
3458.00,99.74
3457.00,99.73
3456.00,99.72
3455.00,99.71
3454.00,99.71
3453.00,99.69
3452.00,99.67
3451.00,99.63
3450.00,99.59
3449.00,99.55
3448.00,99.52
3447.00,99.50
3446.00,99.50
3445.00,99.50
3444.00,99.50
3443.00,99.48
3442.00,99.45
3441.00,99.42
3440.00,99.38
3439.00,99.36
3438.00,99.35
3437.00,99.34
3436.00,99.34
3435.00,99.34
3434.00,99.33
3433.00,99.33
3432.00,99.34
3431.00,99.34
3430.00,99.35
3429.00,99.36
3428.00,99.35
3427.00,99.35
3426.00,99.35
3425.00,99.38
3424.00,99.41
3423.00,99.45
3422.00,99.50
3421.00,99.54
3420.00,99.57
3419.00,99.58
3418.00,99.58
3417.00,99.58
3416.00,99.58
3415.00,99.59
3414.00,99.60
3413.00,99.62
3412.00,99.64
3411.00,99.67
3410.00,99.69
3409.00,99.71
3408.00,99.72
3407.00,99.74
3406.00,99.77
3405.00,99.80
3404.00,99.84
3403.00,99.86
3402.00,99.86
3401.00,99.84
3400.00,99.82
3399.00,99.81
3398.00,99.81
3397.00,99.83
3396.00,99.85
3395.00,99.86
3394.00,99.86
3393.00,99.87
3392.00,99.89
3391.00,99.91
3390.00,99.92
3389.00,99.92
3388.00,99.92
3387.00,99.92
3386.00,99.93
3385.00,99.93
3384.00,99.92
3383.00,99.90
3382.00,99.88
3381.00,99.87
3380.00,99.87
3379.00,99.88
3378.00,99.89
3377.00,99.91
3376.00,99.92
3375.00,99.94
3374.00,99.94
3373.00,99.92
3372.00,99.91
3371.00,99.90
3370.00,99.90
3369.00,99.91
3368.00,99.92
3367.00,99.93
3366.00,99.94
3365.00,99.95
3364.00,99.95
3363.00,99.93
3362.00,99.92
3361.00,99.89
3360.00,99.87
3359.00,99.86
3358.00,99.87
3357.00,99.88
3356.00,99.90
3355.00,99.91
3354.00,99.91
3353.00,99.90
3352.00,99.89
3351.00,99.89
3350.00,99.89
3349.00,99.89
3348.00,99.88
3347.00,99.87
3346.00,99.85
3345.00,99.82
3344.00,99.79
3343.00,99.77
3342.00,99.78
3341.00,99.79
3340.00,99.82
3339.00,99.84
3338.00,99.83
3337.00,99.81
3336.00,99.80
3335.00,99.80
3334.00,99.82
3333.00,99.84
3332.00,99.86
3331.00,99.87
3330.00,99.86
3329.00,99.85
3328.00,99.84
3327.00,99.84
3326.00,99.84
3325.00,99.84
3324.00,99.84
3323.00,99.85
3322.00,99.86
3321.00,99.88
3320.00,99.89
3319.00,99.90
3318.00,99.91
3317.00,99.92
3316.00,99.93
3315.00,99.94
3314.00,99.94
3313.00,99.95
3312.00,99.94
3311.00,99.92
3310.00,99.88
3309.00,99.86
3308.00,99.84
3307.00,99.84
3306.00,99.86
3305.00,99.87
3304.00,99.88
3303.00,99.87
3302.00,99.86
3301.00,99.84
3300.00,99.83
3299.00,99.83
3298.00,99.84
3297.00,99.86
3296.00,99.87
3295.00,99.86
3294.00,99.85
3293.00,99.84
3292.00,99.84
3291.00,99.86
3290.00,99.88
3289.00,99.89
3288.00,99.90
3287.00,99.89
3286.00,99.89
3285.00,99.89
3284.00,99.90
3283.00,99.89
3282.00,99.87
3281.00,99.84
3280.00,99.82
3279.00,99.81
3278.00,99.81
3277.00,99.81
3276.00,99.81
3275.00,99.81
3274.00,99.82
3273.00,99.83
3272.00,99.84
3271.00,99.84
3270.00,99.83
3269.00,99.82
3268.00,99.81
3267.00,99.81
3266.00,99.81
3265.00,99.82
3264.00,99.83
3263.00,99.84
3262.00,99.85
3261.00,99.86
3260.00,99.87
3259.00,99.88
3258.00,99.90
3257.00,99.90
3256.00,99.90
3255.00,99.89
3254.00,99.87
3253.00,99.86
3252.00,99.85
3251.00,99.83
3250.00,99.82
3249.00,99.82
3248.00,99.83
3247.00,99.83
3246.00,99.83
3245.00,99.82
3244.00,99.80
3243.00,99.79
3242.00,99.79
3241.00,99.80
3240.00,99.80
3239.00,99.79
3238.00,99.79
3237.00,99.78
3236.00,99.78
3235.00,99.77
3234.00,99.76
3233.00,99.76
3232.00,99.76
3231.00,99.78
3230.00,99.79
3229.00,99.80
3228.00,99.82
3227.00,99.82
3226.00,99.83
3225.00,99.83
3224.00,99.82
3223.00,99.81
3222.00,99.81
3221.00,99.82
3220.00,99.81
3219.00,99.79
3218.00,99.76
3217.00,99.74
3216.00,99.73
3215.00,99.73
3214.00,99.73
3213.00,99.74
3212.00,99.76
3211.00,99.78
3210.00,99.81
3209.00,99.83
3208.00,99.84
3207.00,99.84
3206.00,99.83
3205.00,99.83
3204.00,99.82
3203.00,99.81
3202.00,99.80
3201.00,99.81
3200.00,99.82
3199.00,99.83
3198.00,99.83
3197.00,99.82
3196.00,99.81
3195.00,99.79
3194.00,99.78
3193.00,99.76
3192.00,99.75
3191.00,99.75
3190.00,99.74
3189.00,99.75
3188.00,99.75
3187.00,99.76
3186.00,99.77
3185.00,99.78
3184.00,99.79
3183.00,99.79
3182.00,99.77
3181.00,99.75
3180.00,99.74
3179.00,99.75
3178.00,99.77
3177.00,99.77
3176.00,99.77
3175.00,99.76
3174.00,99.74
3173.00,99.73
3172.00,99.73
3171.00,99.73
3170.00,99.74
3169.00,99.75
3168.00,99.76
3167.00,99.76
3166.00,99.76
3165.00,99.75
3164.00,99.75
3163.00,99.74
3162.00,99.74
3161.00,99.72
3160.00,99.71
3159.00,99.70
3158.00,99.70
3157.00,99.70
3156.00,99.70
3155.00,99.69
3154.00,99.68
3153.00,99.68
3152.00,99.68
3151.00,99.67
3150.00,99.66
3149.00,99.64
3148.00,99.62
3147.00,99.62
3146.00,99.63
3145.00,99.65
3144.00,99.66
3143.00,99.66
3142.00,99.66
3141.00,99.65
3140.00,99.64
3139.00,99.64
3138.00,99.62
3137.00,99.60
3136.00,99.58
3135.00,99.56
3134.00,99.55
3133.00,99.54
3132.00,99.53
3131.00,99.52
3130.00,99.51
3129.00,99.51
3128.00,99.50
3127.00,99.50
3126.00,99.49
3125.00,99.49
3124.00,99.49
3123.00,99.49
3122.00,99.49
3121.00,99.47
3120.00,99.44
3119.00,99.42
3118.00,99.42
3117.00,99.41
3116.00,99.40
3115.00,99.38
3114.00,99.36
3113.00,99.34
3112.00,99.32
3111.00,99.30
3110.00,99.29
3109.00,99.28
3108.00,99.28
3107.00,99.27
3106.00,99.26
3105.00,99.24
3104.00,99.22
3103.00,99.22
3102.00,99.24
3101.00,99.26
3100.00,99.28
3099.00,99.29
3098.00,99.30
3097.00,99.32
3096.00,99.32
3095.00,99.31
3094.00,99.29
3093.00,99.28
3092.00,99.27
3091.00,99.26
3090.00,99.25
3089.00,99.23
3088.00,99.22
3087.00,99.20
3086.00,99.18
3085.00,99.16
3084.00,99.14
3083.00,99.12
3082.00,99.11
3081.00,99.10
3080.00,99.10
3079.00,99.09
3078.00,99.10
3077.00,99.10
3076.00,99.09
3075.00,99.07
3074.00,99.04
3073.00,99.02
3072.00,99.02
3071.00,99.04
3070.00,99.06
3069.00,99.09
3068.00,99.10
3067.00,99.09
3066.00,99.09
3065.00,99.08
3064.00,99.08
3063.00,99.07
3062.00,99.06
3061.00,99.05
3060.00,99.04
3059.00,99.04
3058.00,99.03
3057.00,99.01
3056.00,99.00
3055.00,99.00
3054.00,99.01
3053.00,99.03
3052.00,99.07
3051.00,99.10
3050.00,99.13
3049.00,99.16
3048.00,99.20
3047.00,99.25
3046.00,99.31
3045.00,99.35
3044.00,99.39
3043.00,99.42
3042.00,99.44
3041.00,99.44
3040.00,99.44
3039.00,99.44
3038.00,99.44
3037.00,99.44
3036.00,99.44
3035.00,99.42
3034.00,99.41
3033.00,99.40
3032.00,99.39
3031.00,99.38
3030.00,99.36
3029.00,99.33
3028.00,99.30
3027.00,99.28
3026.00,99.26
3025.00,99.25
3024.00,99.23
3023.00,99.22
3022.00,99.19
3021.00,99.16
3020.00,99.12
3019.00,99.08
3018.00,99.04
3017.00,99.00
3016.00,98.97
3015.00,98.93
3014.00,98.89
3013.00,98.85
3012.00,98.81
3011.00,98.76
3010.00,98.73
3009.00,98.69
3008.00,98.66
3007.00,98.63
3006.00,98.60
3005.00,98.57
3004.00,98.55
3003.00,98.53
3002.00,98.51
3001.00,98.50
3000.00,98.48
2999.00,98.45
2998.00,98.41
2997.00,98.37
2996.00,98.32
2995.00,98.28
2994.00,98.24
2993.00,98.21
2992.00,98.18
2991.00,98.15
2990.00,98.11
2989.00,98.07
2988.00,98.01
2987.00,97.93
2986.00,97.86
2985.00,97.78
2984.00,97.71
2983.00,97.64
2982.00,97.56
2981.00,97.49
2980.00,97.42
2979.00,97.36
2978.00,97.30
2977.00,97.24
2976.00,97.17
2975.00,97.11
2974.00,97.05
2973.00,97.00
2972.00,96.96
2971.00,96.93
2970.00,96.91
2969.00,96.90
2968.00,96.90
2967.00,96.91
2966.00,96.92
2965.00,96.94
2964.00,96.96
2963.00,96.99
2962.00,97.03
2961.00,97.09
2960.00,97.16
2959.00,97.24
2958.00,97.31
2957.00,97.38
2956.00,97.45
2955.00,97.54
2954.00,97.64
2953.00,97.72
2952.00,97.79
2951.00,97.87
2950.00,97.94
2949.00,98.02
2948.00,98.08
2947.00,98.15
2946.00,98.21
2945.00,98.28
2944.00,98.33
2943.00,98.37
2942.00,98.40
2941.00,98.44
2940.00,98.48
2939.00,98.52
2938.00,98.54
2937.00,98.54
2936.00,98.53
2935.00,98.52
2934.00,98.52
2933.00,98.54
2932.00,98.55
2931.00,98.57
2930.00,98.58
2929.00,98.59
2928.00,98.58
2927.00,98.56
2926.00,98.53
2925.00,98.50
2924.00,98.47
2923.00,98.45
2922.00,98.44
2921.00,98.42
2920.00,98.41
2919.00,98.38
2918.00,98.35
2917.00,98.30
2916.00,98.26
2915.00,98.21
2914.00,98.18
2913.00,98.15
2912.00,98.12
2911.00,98.09
2910.00,98.07
2909.00,98.06
2908.00,98.06
2907.00,98.07
2906.00,98.11
2905.00,98.15
2904.00,98.20
2903.00,98.25
2902.00,98.29
2901.00,98.33
2900.00,98.37
2899.00,98.42
2898.00,98.47
2897.00,98.50
2896.00,98.51
2895.00,98.52
2894.00,98.53
2893.00,98.54
2892.00,98.56
2891.00,98.58
2890.00,98.62
2889.00,98.65
2888.00,98.67
2887.00,98.67
2886.00,98.68
2885.00,98.70
2884.00,98.73
2883.00,98.76
2882.00,98.77
2881.00,98.77
